Subject,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Subject_45,0.6648193,1.2424868,0.8729999,0.7535274,0.25137806,0.7086147,-0.84241617,0.5476323,1.2016134,0.60248554,0.44361094,0.53608245,0.58234584,0.09484387,-0.7120517,0.43081206,0.9307551,1.0148941,-1.0327882,0.8439867
Subject_46,-0.25803143,-1.0715595,-0.74437076,1.0861899,-0.737813,-0.95375925,0.6540549,0.40636015,-0.7832016,-0.6482653,-0.8931273,0.6366864,-1.3197916,1.076625,0.48679522,0.050282177,-0.82786894,-0.5373372,-0.6333836,0.76239693
Subject_47,-0.3985016,-0.6735648,0.5749828,1.1974643,0.95652515,-0.76078224,-0.36206415,0.63206923,-0.19977176,0.4474547,0.23728803,0.28820175,-0.58194053,0.1570983,-1.19437,0.40023682,-0.6693422,0.63550407,0.7942428,-0.6131043
Subject_48,0.17906874,1.109929,-0.01575428,0.7634426,0.26825845,-0.030731719,-0.5298265,0.3372168,-0.91256815,-0.05520388,-0.31261763,0.90877587,0.63442606,-0.8769418,1.0663688,-1.0738863,0.6392366,-1.0194147,-0.72196746,-0.79006654
Subject_49,1.2892976,0.009165975,0.39097866,-0.71790713,0.7938408,0.9421488,-0.42415634,0.72482663,0.49796006,-0.08826805,-1.3190699,0.06680973,-0.69950104,-0.328505,-0.52067655,0.4194975,0.91414344,-0.93769234,-0.99618053,-0.9502783
Subject_50,-0.80935913,-1.0432197,-0.077856064,0.8194088,-0.2811636,-0.69727594,1.0655861,-1.1585256,-1.039026,-0.59771496,0.732622,-0.29383498,1.1639729,1.0073013,0.81788766,0.2647165,-0.35615882,0.8716214,0.988416,0.865073
Subject_51,-0.5295579,-0.890508,-0.6493325,0.14905502,-0.63713884,-1.275716,0.9245203,0.8767824,0.9052401,0.94306296,0.53557545,-0.5468502,0.97162217,-0.63981324,1.4172153,1.2492064,0.026419226,0.54593104,0.66491044,0.49883318
Subject_52,-0.7246772,1.1583402,0.6558203,-1.0253978,-0.76074076,0.4190498,0.5926643,-0.59788954,-0.9795783,0.5666072,0.9669563,-0.7920678,1.1377014,0.5756361,0.463381,0.7230762,-1.0359288,1.0529783,0.99833125,0.5886763
Subject_53,-0.3867601,0.93078727,-1.4060627,-0.8605131,-0.796166,0.7104631,-0.24015029,-0.027445577,1.0999644,-0.8265372,-0.85404646,0.47836497,-0.34718555,1.0697863,-0.6452749,-0.61328906,-0.95423484,1.0690206,-0.91396445,0.9105245
Subject_54,0.5527405,0.84213257,0.33423856,0.8098772,1.130869,0.73949575,-1.1666293,1.3490986,0.88122344,-0.8519768,0.46826816,-0.68969506,-1.027967,1.0075213,-0.58142877,-0.747564,0.9479327,0.3618646,-0.27884626,-0.97763926
Subject_55,-0.1732314,-1.0731635,0.85994864,0.83980703,0.9038907,0.88298434,0.5427381,-0.9436924,-0.78400224,-1.0996445,-0.1733273,-0.67230743,-0.30868277,0.98869663,0.59305054,0.8356873,-0.4446283,1.1839936,0.55808544,0.49148425
Subject_56,-0.06400991,-0.5577367,1.0858732,-1.093809,0.3720147,-0.9667784,1.2528341,-0.39166367,0.36320543,-0.9589248,-0.4796415,0.38981664,-0.09429179,-0.34786147,-1.5064338,0.36136073,0.8302206,-0.52788496,0.92252654,0.9856646
Subject_57,0.7579751,-1.1897881,0.63687336,-0.8163901,0.45194012,0.23069385,0.8009838,1.0908504,0.13927597,0.20309094,-1.3043842,-0.34912688,-1.3536619,0.13188031,-1.0105425,0.48784822,-0.20831889,-0.2985998,0.7945133,0.6284244
Subject_58,1.444214,-0.8642409,-0.8625253,0.8554701,1.1620817,-0.10408034,-1.1945623,0.75755787,0.68350816,-0.7023688,-0.071072355,-0.58051383,-0.6412352,0.6031374,-0.23235756,-0.73343486,-0.21611118,0.116782226,-0.0061999084,-0.30051085
Subject_59,0.9662338,0.80530584,1.3373952,0.6533063,0.6118538,-0.75269186,0.7322781,-0.2937717,0.8436853,0.19752185,-0.09349227,-1.0470258,-0.8686458,1.0048363,-0.91587925,-0.24802905,-0.6699889,0.454956,0.95124614,-1.0194482
Subject_60,0.27648416,-1.2412778,-0.29226348,1.1531992,-0.29280385,-1.1960782,-0.693938,-0.271375,0.75857085,0.86228114,0.7241779,-0.67787004,-0.3244919,-0.95687544,0.9729803,-1.0427169,-0.7594897,1.3510054,1.0237173,-0.84272754
Subject_61,-0.87069243,1.2119763,-0.07470305,1.1859927,-0.4997827,0.21846323,-1.0376035,-0.91499126,-0.8353738,0.72435254,0.8295816,-1.0019523,1.0057563,-0.400387,0.8232779,0.42732236,-1.0283859,0.7732905,-0.7835825,0.018195627
Subject_62,0.5323222,0.46347126,-1.1026008,1.0565797,-0.12974198,0.51975626,-1.2688016,0.8287446,-1.1537625,0.31624463,0.82775056,-1.3808448,0.8392799,1.0449827,1.0069668,0.28703812,0.7194592,-0.4906539,-0.3360981,0.8070803
Subject_63,1.0528357,0.23421371,-1.0622058,-0.9910362,0.71243465,1.1901652,-1.0758117,0.9596156,-0.33913392,-0.5073075,-1.9223777,-0.19124499,-1.05877,0.36309326,-0.8903598,0.9984985,0.37083626,-1.2730287,-0.15634635,-1.1132479
Subject_64,-0.92361873,0.96684766,-1.1476153,0.39664385,-1.1677907,-1.0797364,-0.6713916,-0.7751487,-0.5982567,-0.62099034,-0.058349364,0.70036733,1.0764372,-0.51874274,0.63040817,0.66610634,-0.8729744,-1.4826808,-0.49868593,0.79308665
Subject_65,-1.2181656,-0.4328866,-0.79571426,1.0355166,0.37282908,-0.47637022,0.8354821,1.0914005,0.60653645,0.68151885,-0.24901567,-1.0731746,0.28766862,-0.9317227,-0.6136596,0.34928662,-0.363245,-0.7031534,-1.2964339,0.29050165
Subject_66,0.8669206,-1.0629226,0.7220317,-0.94860977,-0.28851053,-0.6451586,1.1948586,-0.7478807,-0.98881817,0.7911469,-1.3925831,0.8122437,0.21783218,0.7182582,-0.64224666,-0.2879424,0.11699289,-1.0796165,-1.013425,-0.6040128
Subject_67,-1.0554414,0.5806224,0.63026214,0.8024141,-0.9988765,0.5056607,0.64668053,0.68570524,-0.8919205,-1.1907134,1.5722376,-1.5846578,0.8206986,-0.8326988,0.78425884,-0.81883174,-0.94928944,1.0418258,-0.61119074,-0.3630196
Subject_68,-0.9632136,-0.59836376,0.3315765,0.22015826,-0.18016483,-0.15433489,0.84825927,-0.98670214,-0.9394284,0.19034013,1.1172347,-0.9042914,1.010935,-0.9411343,0.8584269,0.1353826,-0.99639577,0.6767976,0.7626579,0.73605436
Subject_69,0.11372963,-0.7125952,-0.052978594,-0.91096073,0.0946064,0.7496487,1.684161,-0.6815605,1.0193934,-0.014748937,-0.9553521,-0.48592353,-0.18907917,0.59442693,-0.850673,-0.6758687,0.7184066,-0.52522254,-1.6093647,0.56702536
Subject_70,-1.4184232,-0.387087,-1.0397238,0.7234808,0.5579456,1.2897338,-0.7121228,1.1692997,0.6848541,0.9272822,-0.82222056,0.37244505,-0.61438006,-0.4888263,-0.50610816,0.9632447,0.7716024,-1.1356798,-0.92372066,-0.77785534
Subject_71,0.4333488,-0.5355041,0.66119576,-0.81272846,-0.32368633,-1.0030941,0.3247067,-0.92024714,0.93327457,-0.8165544,-0.63064885,-0.6590123,1.0481697,-0.22027245,0.3646443,-1.026169,1.1882753,-0.9490733,0.9113709,-1.0351988
Subject_72,0.31978408,0.9843278,0.6086207,0.67276084,-0.2838497,-0.9919396,0.55258507,0.2031798,-0.29854578,0.66747046,0.1892358,-1.1135063,0.9024662,1.0785168,0.16469343,0.7588354,0.62107927,0.12404033,0.69509053,0.8687001
Subject_73,0.97948027,-0.67106414,-1.1833845,0.86129385,0.6927102,-0.8381703,0.4394052,0.73078406,0.79046255,1.082181,0.39683905,0.42314228,1.0302838,-0.8423029,0.90948784,0.9687783,-0.5704656,-0.060733896,0.46974027,0.57997394
Subject_74,-0.38259676,-0.44305125,-0.18458381,-0.7365988,0.5188663,-0.95286864,0.96487534,-1.172988,-0.7861543,-0.68528366,0.17298791,-0.402325,1.229402,0.73136336,-0.4814946,-0.60211325,0.40837142,0.608973,-0.93973523,0.41207954
Subject_75,1.0086226,0.93261695,-0.9580062,0.97841364,0.8158173,-0.87538767,-0.6410955,1.1693612,-0.029708443,0.30697817,0.0808822,0.64443004,-1.0905533,0.7469013,0.81817454,0.41133353,-0.9563151,0.42201078,-0.69118524,-0.94668114
Subject_76,0.8112523,-0.4171349,-0.64535666,-0.1421571,0.71800375,-0.41643533,-0.79651606,-0.91475767,0.8797329,-0.1436534,-0.8708916,1.099778,-0.6174076,0.9067793,-0.77095103,-0.469322,-0.8079407,0.40177506,-0.99782574,1.1536441
Subject_77,-0.48156562,0.9621449,0.9403119,-1.2318068,0.9212018,0.7651972,0.26662916,-1.3017896,0.8352418,1.1765276,-0.5161575,-0.84865475,-1.3698455,0.35912022,-1.0514337,0.9901333,0.648518,0.15709005,0.69854033,0.5099535
Subject_78,-0.70994055,0.07922651,0.780251,0.20114332,-0.3549868,0.47808987,0.65459055,-1.0186332,-0.89064336,-0.9941529,2.4079354,1.553841,0.95135456,0.82827926,1.5192121,0.60622716,0.1233873,1.0876896,-0.43612665,-1.207102
Subject_79,-1.4460857,1.0712374,-0.53440017,-0.6131746,0.69953007,0.5069969,1.1644816,1.3358446,1.0431007,1.208844,-1.4318786,0.7842692,0.6376365,0.90414596,-0.90766734,1.2870446,1.2292444,-1.0380617,-1.0338248,-0.11278857
Subject_80,-0.7386256,0.89350194,-0.07559829,0.272658,1.1213322,0.0010476272,-0.67020845,-0.3806089,0.9903029,0.85415447,-0.9026982,-1.1235064,-0.768269,-0.22688344,-1.3202599,0.07828629,0.9313566,0.30662987,0.6257366,-1.1080648
Subject_81,-0.8444554,-0.05004458,0.77198863,0.84273726,-0.4650431,-0.6256156,-0.27566767,-0.9407982,-1.132263,-0.6760874,1.2683293,-0.9980304,1.5950832,-0.55615485,0.8446077,1.1977092,-0.11043543,0.6719373,0.55190605,0.55644333
Subject_82,-0.9565987,0.59103936,0.4895793,0.15747745,-0.11424948,-1.0120344,0.6826856,-0.18386814,-0.62536865,-0.84224194,1.3995332,-0.8346422,1.2071867,-0.7002053,0.23847651,0.23572682,-1.1038996,1.079939,0.27853873,-0.73791033
Subject_83,-0.676724,0.97735816,0.59882027,0.15127583,0.39641064,0.14201309,0.5207682,-0.82625663,0.9107758,0.9278716,-0.4989957,-0.56284595,-1.1114445,0.61219984,-0.5261187,-0.9433063,0.5340529,0.17245927,0.8592349,-0.6840635
Subject_84,0.20433824,0.8088695,0.8283325,-0.97910523,-0.88827217,1.0454254,-0.90447205,-0.9272273,-0.38996324,0.99265426,-1.2238128,-1.1107521,0.7706626,-0.34981948,-0.9558548,1.1549742,-0.19193006,0.7711592,-0.48021424,-0.66997266
Subject_85,1.129694,0.9146666,0.86891013,1.0228503,-0.42804417,-0.85438687,0.8952575,0.26490772,0.49773577,-0.75410575,0.76132315,0.79408205,0.03064353,0.12700878,0.53247046,-0.012167529,1.5906025,-0.12828034,-0.34436518,1.1392516
