Subject,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Subject_13,-1.2729478,0.57790405,-0.23013544,0.26643133,-1.0192342,-0.6419215,0.60980624,1.3059568,0.50518847,1.0048155,0.9916993,0.78409517,-0.5836024,-0.744412,0.23262733,0.50423056,-1.229374,-0.48757997,-0.73340577,-0.76958984
Subject_14,0.8266848,0.2938055,-0.38853303,-0.6143105,-0.12598093,0.38867447,0.68788403,0.93405473,-0.9166078,0.3733587,1.9565982,0.6502601,-0.18327111,-0.6170247,-0.9468236,1.0280539,1.4691199,-0.6546895,-0.98100483,0.506972
Subject_15,0.9345284,-0.9738652,-0.4340185,1.1736935,1.2963145,0.9019534,-0.55754703,-1.4389584,-1.4116132,-1.5374719,0.95025206,-0.8223402,0.50110245,0.9419407,-0.7043637,-0.8614123,1.5542076,0.90210426,1.4810423,1.1153021
Subject_16,0.5544842,0.7329454,0.66402763,-0.95399237,1.4981058,0.96351874,-1.0247267,0.25417554,0.25749496,0.63150495,0.8365069,0.9995609,-0.63873065,0.59826565,-0.3156994,0.9534831,1.191346,0.8470778,-0.516916,-0.26052684
Subject_17,-0.7510154,0.5407969,1.6642091,-0.96665233,-0.83372754,-0.4480577,-1.3930925,0.6943143,0.64247364,0.56496805,0.6338174,1.0880237,-1.2700349,-1.7773976,-0.72069746,0.5963997,1.4257703,-0.60068583,-0.93219966,-0.88274217
Subject_18,0.56298715,-0.393929,0.9512398,-0.8766082,0.30045125,1.3268142,-0.73841864,0.5306902,-0.65522987,0.8744472,-0.78932184,-0.121511094,0.39145368,-0.66691005,0.7819619,-0.38439056,-0.21558537,1.1644254,-0.39652175,0.54500574
Subject_19,0.72760046,-1.040122,-0.73328465,0.68691236,0.8808564,0.48789442,-0.90484804,0.18631065,0.92777926,-0.44234285,1.2118034,-0.5947392,1.4636225,-0.1718524,-0.888239,-1.0710413,-0.44549927,0.5191827,2.0069783,-0.7136663
Subject_20,0.67438054,-0.50863016,1.1161801,-1.854866,-0.3312388,0.6044506,-0.93195444,-0.6010235,1.1203228,0.6588014,-0.9202068,-0.7438002,0.5328856,0.3756487,1.1891615,-0.7595478,0.22160102,0.5069369,-0.08530052,0.5613919
Subject_21,0.66131324,0.8015462,-0.30287254,1.0604177,-0.90809405,-0.4397818,0.74043924,0.9963454,0.90499336,1.2380612,0.743318,0.90272266,-0.19331396,-0.8126085,0.614343,0.60771245,-0.5814473,-0.59153277,-1.3640128,-0.83478975
Subject_22,0.7821022,0.38214383,0.90245545,-1.4660926,-0.47539285,1.2517567,0.7246938,-0.5059464,0.11609589,1.1714574,-0.7072945,0.8720993,0.7014367,0.3364317,0.8021407,-0.95240337,1.0146668,-0.6279781,-0.90498924,1.1319884
Subject_23,-0.5968212,-0.11487836,-0.72494256,-1.0515884,-0.43976995,-0.38456327,-0.9901693,0.73051935,0.6160768,-0.51164424,0.5659975,-1.1571751,-6.150398e-05,-0.8440246,-0.55315065,-0.26749977,-0.80999786,0.59088373,-0.23902138,-0.8356062
Subject_24,0.0072405646,-0.76328766,0.42563388,-0.5637218,-0.40721697,0.44769248,-1.1595197,0.87253416,0.6663687,0.63648325,-0.97450894,-0.7226558,0.6357818,-0.36851948,0.9720821,-0.88615036,0.6890085,-1.2498507,-0.64674807,0.8604322
Subject_25,-0.3788592,-1.0438884,1.5044698,0.86007136,-0.884781,0.8225009,1.1697686,0.9497551,0.4630996,0.9844482,1.1423291,1.0371846,-0.9427986,-1.5557817,-0.89085406,-0.82985556,-0.43426913,-0.5961524,0.35607406,-1.0897081
Subject_26,-0.37016416,0.7554022,0.5569963,-0.56760573,-0.28654647,-0.14846274,-1.0035332,0.27051133,-1.6997594,-0.68438464,-0.23634917,1.1723758,-0.7509848,-0.80270386,-0.13065512,-0.78919244,0.35732558,-1.6601804,-1.3314699,-0.7374487
Subject_27,-0.38268095,-0.6326318,0.3022075,0.6397156,0.20328362,-1.4515108,0.27427766,0.6204263,0.60502744,-0.9260207,-1.0437874,-1.0857424,0.43686512,-0.020272307,0.52440226,0.23302807,0.4475253,0.59299535,0.13940075,1.1615801
Subject_28,-0.70082325,1.0555747,0.7101889,0.73186666,-1.0142615,0.74833375,-0.7021036,0.09116284,1.6861652,1.0156863,-0.38078308,1.448674,-0.49777505,-0.3209997,0.31465438,1.5685267,-0.6838425,-0.6896476,-1.4738522,0.68725955
Subject_29,0.60763204,0.20570856,-1.2553109,0.95629233,-0.2250548,-1.2209651,-0.9332914,-0.9559166,1.7275894,-0.50373566,-1.1280129,-1.3266248,-0.52321494,0.83704764,1.1486872,0.82053083,1.143245,1.0087178,-0.12938105,-0.5707263
Subject_30,0.6653281,0.7093805,2.2162342,-0.70936424,0.69779044,-0.6816023,-0.56800365,0.25946406,-0.72203094,0.6187236,0.68353456,0.3055117,-0.82212657,-1.0367583,-0.19677138,-0.52481747,0.91805845,-1.1570553,-0.5323331,-0.9190342
Subject_31,1.9120024,-1.5208678,-1.0751139,0.89895,1.6984375,-1.3219181,-0.9161123,0.080171876,0.4647291,0.33876726,0.726441,-0.7320194,0.70260996,0.96698296,-1.033777,0.4191851,0.8943239,0.048080467,1.1715091,-0.92279166
Subject_32,-0.50927824,0.18039455,0.83958024,-0.74185103,-1.0344111,-0.84914684,0.66900724,0.7482107,0.995656,-1.3123215,-0.17880966,0.7872569,-1.282828,-0.7372819,-0.7445576,1.1965525,-1.298117,-0.8710662,-0.7488376,-0.7715945
Subject_33,-0.70235133,1.0549606,1.2717398,0.26136807,-1.5410738,-0.5142319,0.0260115,1.2430673,-1.1974229,0.46957332,-0.36273378,0.85260683,-1.2959113,0.10866174,-0.5138073,0.8817878,0.32185704,-0.7671878,-1.9626242,0.3601223
Subject_34,-0.6440506,-0.82193834,-1.0519956,-0.39936453,0.9670811,-0.9605485,-0.79294944,-0.2787685,-0.38780242,-0.9731202,-0.5731813,-0.69111574,-0.5459939,1.7985681,0.6568407,0.750211,1.6844813,0.29243958,0.9127701,-0.34937438
Subject_35,-0.75838464,-0.44661558,0.40344858,-0.95346874,-0.6550563,0.78554803,1.3455347,0.65522593,-1.4009122,-0.17238712,-0.03588481,0.1908115,1.9881403,0.6688485,0.14307728,-0.15785654,0.33189896,-0.5480782,-0.2922362,0.9883258
Subject_36,-0.52025276,0.49571052,-0.91860586,-0.93563884,-1.4509023,-1.0601714,-0.46460682,-0.8308785,-0.9754242,-0.9364354,1.0685259,-0.036684614,-0.2421519,0.80531245,0.1832399,-0.85759825,0.92181814,-0.6838809,-0.28437528,0.19259448
Subject_37,-0.79063654,0.28494972,-0.028109197,-0.1593944,0.37565026,1.240957,1.7639883,1.1597112,-1.0795699,0.90962684,0.80456483,0.38038152,0.43357274,-0.9939753,0.8280612,-1.3584248,0.2795886,1.2067009,1.3284324,1.3243923
Subject_38,0.70733875,-1.4478834,0.96777517,-0.6492461,1.6746441,-1.1481588,0.11478507,-1.2177373,-0.3645942,-0.32706934,1.2208155,-1.6142493,0.7722119,0.7924381,0.8265369,-0.8939293,-0.51673555,1.178861,0.9262604,-1.3514867
Subject_39,-0.295268,0.42885613,1.5786581,0.96032095,-0.74015623,0.12368169,0.31074852,0.43354735,0.8132,0.41985443,0.58982193,1.20111,0.73743093,-0.33426332,-0.695882,0.67894846,-1.5718122,-0.57511216,-0.84132457,-0.4408899
Subject_40,-0.49217576,1.1828363,-0.29134688,-0.35731182,-0.6560569,0.4888885,1.1489592,0.94920653,-0.27128384,-0.10565388,-1.0491004,-0.55681086,-0.8010881,-0.8313239,-0.7405621,-0.40799955,-0.8251821,0.3347846,-0.18817322,1.5057056
Subject_41,1.0430335,0.4931594,-0.76935387,-0.5626348,2.067435,1.4667554,-0.99663925,-0.2695992,0.8646947,-0.4004746,0.66543007,-1.0910196,-0.46542943,0.394768,-0.91247576,-0.35651156,-0.6526341,0.68763375,1.334553,-1.3222866
Subject_42,0.7192172,0.29498267,0.98535424,0.3808255,0.73228854,0.37508744,-0.999818,-1.0690217,-1.2624248,-1.7858878,-1.3399848,-0.6265701,-0.5669121,1.3725268,-0.37566093,0.25386184,0.37611815,0.14567603,0.63308567,0.73678476
Subject_43,0.87848866,-1.3249869,0.6006754,0.40173143,-0.20840918,1.0616661,0.028372765,0.8859539,0.51365924,0.35420197,-0.27348456,0.49695444,-0.86810565,0.22102326,-0.5883367,0.60416436,-0.6209675,-0.22509804,-0.64712375,0.6857875
Subject_44,0.67881644,-1.2620777,-0.89333946,0.4327495,0.41013116,-0.54567635,0.36696225,-0.8091612,-0.9759248,-1.2591177,-0.99207693,-0.94930935,0.15492372,-0.38961685,-1.1500914,-0.33098632,-0.15388183,0.36690468,1.5582564,0.083005704
Subject_45,-0.8485366,0.5487981,-1.5643252,-0.70865035,-0.20020469,0.27870926,-0.6279954,0.85263485,-0.8565313,1.0345111,-0.47512153,-0.37760803,-0.70787764,0.30053604,-1.1159027,-0.6524541,-0.6129485,1.0925645,-0.11950866,-0.049039725
Subject_46,-1.1775389,-0.2290591,-1.0662142,0.91918784,-0.85391736,-1.3302702,0.6867344,-0.807725,0.22773296,-0.7908645,-0.9266416,-0.46565336,2.1430287,0.4897071,0.4618744,-0.51127756,0.6710008,-0.4563562,0.19854887,1.1835617
Subject_47,-0.9859782,0.602851,0.46628276,0.6645858,0.40384218,1.0339983,0.44304803,0.5529509,0.53017265,0.7454154,1.2195531,-0.35440695,-0.18703583,0.062451884,-0.71536887,1.0486336,-1.0831693,-0.5556637,0.758163,0.5167134
Subject_48,-0.41032115,-0.47551405,1.5171481,-1.2900783,-0.44116664,0.55589235,0.74449253,-0.75465804,0.7657485,-0.77121925,-0.71977323,-1.415718,-0.7523005,-0.16455588,1.2606288,-0.52362823,1.0199393,0.3207559,0.52814305,0.6929696
Subject_49,0.8001258,-0.68767655,-0.1971322,-0.74406034,0.5114039,-0.36378905,-0.7414744,-0.8808078,0.75959146,-0.302051,-0.97245955,-0.63717496,0.8717881,0.59577054,0.83585155,-0.41477987,0.6790592,1.0426481,1.1493934,0.8488173
Subject_50,-0.8561394,-0.5230711,1.1356379,0.5857151,-0.5246325,-0.71916777,0.9221235,1.0471704,1.0404248,0.6393585,1.3409783,1.0768569,-0.6631288,-0.7138997,1.004632,0.59457135,-0.7762853,-1.2042178,-1.1039054,-1.2396231
Subject_51,-0.57803863,-0.693507,-0.32033047,0.6405826,-0.90575564,-0.69266886,0.66645086,0.3350038,-0.6266155,-0.65960133,0.7028255,1.108357,-1.0749449,0.4835444,-0.9922825,0.6939747,-0.94756323,-0.5445038,-0.90690184,-0.24694069
Subject_52,0.62877595,-0.03153597,0.9526435,-1.436079,0.30636656,-0.6584106,0.34977266,0.89645016,-0.6379134,0.61459714,1.1328359,0.74836814,-1.0831292,-0.49657595,0.79914474,1.0537174,-1.178139,-0.6485452,-1.2430267,-1.1223688
Subject_53,1.094983,-0.9752654,-2.0398288,-0.96609676,0.69912136,-0.8938291,-0.46981138,0.20078635,0.65083647,-0.67456615,-0.71825117,-0.72311026,0.6542124,-0.70022106,0.7631824,-0.13182703,-0.60094523,-0.5797183,0.0752008,0.40663415
Subject_54,-0.7920242,1.3201724,-0.87510806,-0.64223516,-0.41596302,1.1826584,-0.46835834,0.69999474,0.26081017,0.36493754,0.38752675,-0.91505444,1.2417916,0.45977718,-0.0020176219,-1.4029018,-1.3297414,1.037976,0.7942273,1.0680743
Subject_55,-0.74000216,-0.2138927,1.015878,1.1015353,-0.24613173,-1.1681298,-1.1628027,0.46054468,1.4959393,1.2958989,0.84856343,0.21833599,0.5793786,-0.13606744,0.33381343,0.28269768,-1.2398353,0.46900967,0.2778946,-0.96442705
Subject_56,0.9822012,-0.86423033,-0.6496442,0.6698642,1.6775185,-0.24860607,1.1704019,0.74951845,0.8074827,1.3428403,0.028839558,1.0137483,0.15099017,-0.748738,-0.97512615,-0.47020614,0.8518951,0.87685466,0.30976146,-0.030969841
Subject_57,1.244376,-0.94758993,-0.52967197,0.6304944,1.1510412,-0.64060456,-1.2411754,-0.75033087,-0.61750895,0.5450244,0.41982606,0.392553,1.5401783,0.46572372,-0.7203195,-0.15161431,0.22833735,1.0273834,1.3299723,1.8833339
Subject_58,-0.915431,0.7765806,-0.7445575,0.38696137,-0.096345566,0.6106337,0.5195216,1.0366551,1.124155,-1.0709305,1.2806523,-1.7795687,0.38776648,0.4046464,0.6452294,0.292695,-0.80210197,1.4498732,0.77278984,0.26701242
Subject_59,-0.49213162,1.2593077,-1.6214634,-0.19098212,1.2373475,-0.95248085,0.9798411,-0.38197654,1.1502974,0.80354196,-0.79957926,1.197202,0.46385536,0.5404612,0.9378607,-0.50670165,-1.209333,0.3525251,0.5013169,0.2867995
Subject_60,-1.5723743,1.2174871,-0.5152031,1.1832047,-0.7371474,-0.23671313,1.2816845,-0.58239037,-0.18596737,-1.270718,0.93355095,0.017062865,-0.70128983,0.19363968,0.46058935,-0.40617236,-1.1664162,0.37319604,-0.3379399,0.4523039
Subject_61,-1.3008,0.867847,0.585779,-0.91678435,-0.4470196,-0.9773254,-0.43083075,0.8925895,0.96702456,0.66164595,-0.88484764,-0.63589483,-1.2306472,0.031888504,0.35288894,0.83471924,-1.0120207,-0.3995187,-0.94297594,-1.1127771
Subject_62,-1.0985115,1.2461321,1.1783946,-1.0155243,-1.298223,-1.1377578,-0.7304276,1.1534082,0.8890958,-1.3918165,0.82782793,-1.32169,-0.20737597,0.9233365,0.95963335,0.19143839,0.065236814,0.76747584,-1.02529,1.07564
Subject_63,1.9938786,-0.65952057,-0.07484184,-1.0241586,1.13933,0.64533526,-0.884081,-2.2570696,1.2843529,-1.8305113,-0.01819779,-1.2510237,1.4445677,1.5461448,1.1678466,0.41268447,1.0371295,1.2990799,1.8757625,0.8194761
Subject_64,-0.17916355,-0.9311027,0.7561878,-0.960396,-1.017177,-1.2497319,1.0315846,-0.36337495,0.9101557,-1.1000513,-0.88085914,-0.39135566,-0.0823819,-1.2801453,-0.81604624,0.538332,1.6286546,-0.5914547,-0.8064221,-0.69579625
Subject_65,-0.79731774,-0.36937773,-0.6741274,0.528604,0.32740766,-1.3176733,0.14176922,-0.27259395,0.40446,-0.9918625,-1.5533227,0.9490621,-0.45422205,0.8172827,-1.3965323,0.7886746,0.883185,-0.73823255,0.18233122,0.43827742
Subject_66,1.1640414,-1.366958,0.47715467,1.3927926,0.6789464,0.34696347,0.93325174,-1.3613186,-0.2698872,-0.62845916,-0.7791442,0.45015967,0.45395166,1.3660406,0.864803,0.6729483,1.5378903,0.84631485,0.7929879,-0.53100765
Subject_67,-0.84865606,1.2573502,1.359474,-0.6583972,-0.84989804,0.9093783,-0.7279821,1.0985899,1.2186892,1.2474858,-1.7949347,0.7043395,-0.5582409,-0.9835202,0.34780625,-0.119112425,-1.6356969,-1.3312047,-1.7275679,0.4589453
Subject_68,-0.6066058,0.47629866,0.9993654,1.0776489,-0.85007095,-1.0142795,0.15604308,1.0433931,-0.37751776,1.1399537,1.0323493,1.0750202,-0.6615255,-1.3759447,0.0709941,0.7828562,-0.43628597,-1.0764011,-0.96767145,-1.4554559
Subject_69,1.2985283,-0.89938045,-1.1996354,1.087188,1.0788478,-0.8916472,-0.80693215,-0.89273125,0.8803492,-0.49644378,-1.134031,0.21723683,0.3866893,0.5384016,1.5480379,-0.5781894,0.6353133,0.47240946,0.6141275,-0.40811792
Subject_70,0.1691082,-0.46915883,-0.8877671,-0.39663032,0.22823246,-0.7151279,-0.6940624,-1.0871863,-0.4488744,-0.9592706,-0.33813232,-0.49622524,0.22787294,1.2835221,-0.83616006,0.39429593,0.25104207,-0.6012973,0.7995044,0.6625571
Subject_71,1.1028023,-0.48519897,-0.9855583,1.0721066,0.25918344,0.5688203,1.0768021,-1.2460091,1.6818753,0.11788979,0.27282733,0.17238511,-0.7777367,0.7235288,0.8351349,-1.0555891,0.77383715,0.55308574,-0.09530118,-0.700258
Subject_72,-0.33023188,0.29610407,-0.038247332,-0.4504325,0.13560367,-1.2950846,1.4010032,0.6090213,-0.26036122,0.24666044,0.113463715,0.7467675,-1.1442727,0.70909524,0.77824926,0.22255766,-0.66076636,0.8020721,-0.4459708,-1.1048927
Subject_73,-0.9201906,-0.5175288,-0.6004223,0.11695879,-0.81464905,-0.95081806,0.8857664,0.41753885,-1.3147855,-0.9041906,-0.10336698,0.59270495,-0.8870226,0.1546478,-0.9543287,1.069664,-0.16138764,1.1320859,0.07139133,-0.30556384
Subject_74,0.7466555,-1.2772505,0.7153429,1.5694538,0.6126456,0.83551997,1.4951742,0.8690367,0.7752576,-0.0012695316,-1.0362511,1.8057595,-0.8864271,-0.45318857,0.9327029,0.23250526,-0.46957323,-0.27365753,-0.48798007,-0.88251436
Subject_75,-1.5835286,0.87510955,-1.0860792,-0.9185013,-0.5959989,1.7315394,1.1188134,-0.03914502,-0.8954611,-0.95184654,-0.82911396,0.2899039,1.9507293,1.0166246,0.94671816,-1.1948004,-1.0258088,1.1374656,0.5059013,1.3700761
Subject_76,0.7012304,-0.757783,-0.82308143,0.5899216,0.79992616,-0.009652143,-0.02707743,0.50898707,-1.3125925,-1.0291913,-0.5234731,-1.4591851,0.9471741,-1.1026874,0.5725849,-1.126917,-1.2349628,1.0801644,0.9121804,-0.71242726
Subject_77,0.84026384,0.27993643,-0.6979939,-0.7156035,0.7577982,-1.089886,-1.0607183,0.34018594,-1.5834891,0.9081124,0.7042571,0.28271663,0.7578074,0.53905886,-0.34752992,-0.5973605,0.023063079,-0.3926712,0.88623345,-0.75934756
Subject_78,-2.2413948,1.0994041,1.8261664,-1.1993308,-1.7618278,2.5997398,0.88001055,0.49015883,-0.94972545,1.5083028,-0.32916927,1.0545245,-1.2638668,-1.4911289,-0.8474805,1.5818881,-1.4334642,-0.8772302,-1.5999451,-1.3099389
Subject_79,0.8351416,-1.7354196,-0.67195576,-1.163766,1.086017,-0.97143024,-0.8052375,-1.1673918,-1.250351,-0.5953752,-0.75689757,0.813942,-0.43247068,2.0754526,-0.2915928,0.5386368,0.72558284,-0.79141814,1.0079542,-0.12617695
Subject_80,0.39086214,0.65128344,-0.8820902,-0.7457397,1.2704608,-1.2101038,-0.56533366,-0.37247273,0.03474419,-0.29361045,1.0526137,-0.52228653,-0.4629029,1.2593902,0.021787945,-0.6175412,-0.5146977,-0.28107736,1.2739778,-1.0072505
Subject_81,-0.44074413,1.051549,1.7482262,-0.5434254,-0.5980873,-1.0404822,0.7080863,1.1440382,0.7257198,1.3204992,1.1753888,-0.4995291,-1.1937586,-0.43645468,0.3869097,1.0102043,-1.2916251,-0.5779107,-1.6764511,-0.9236022
Subject_82,-0.54791695,0.88729966,1.5423477,-1.1237549,-0.2235561,-0.23900756,1.0007184,0.95647085,0.36908162,0.8037256,-0.45574248,1.2674346,-0.84078866,-0.94418436,0.8331068,0.8385163,-0.9891076,-0.5157274,-1.0448287,0.5753381
Subject_83,0.18568511,0.08887016,-1.195924,-0.3850721,0.47519344,-0.7574323,-0.41893852,-1.0750978,0.0040830337,0.6780768,0.42027333,0.39859703,0.6930616,0.59252936,0.7270692,-0.69336843,0.088522255,-1.4118398,0.69384205,-0.69617766
Subject_84,1.4921929,-0.7444761,0.29867548,-0.828833,0.9282773,-1.3020828,-1.2698176,-1.3889269,0.27617487,0.11635877,0.824092,-1.170939,-0.5187787,0.90339667,0.8124248,0.75240123,-0.04163084,0.5683279,1.3559316,-0.77680653
Subject_85,-0.99233764,-0.004206797,-0.58017147,-1.4672601,-0.48926687,0.7488156,0.72334665,1.0976206,-0.21095303,1.0574063,-0.5595132,0.37750742,0.103979394,-0.4048249,-0.49813768,-0.7918529,0.08143489,0.6805477,-0.9335526,-0.1606991
