Feature,Factor_0
volume_sn_voxels::v587,-0.4124097526073456
volume_sn_voxels::v588,-0.40898603200912476
volume_sn_voxels::v589,-0.4364275336265564
volume_sn_voxels::v590,-0.5634431838989258
volume_sn_voxels::v591,-0.594660758972168
volume_sn_voxels::v592,-0.5208844542503357
volume_sn_voxels::v593,-0.44708776473999023
volume_sn_voxels::v594,-0.29549407958984375
volume_sn_voxels::v595,-0.19359904527664185
volume_sn_voxels::v596,-0.2313934713602066
volume_sn_voxels::v597,-0.15806517004966736
volume_sn_voxels::v598,-0.23005056381225586
volume_sn_voxels::v599,-0.255144327878952
volume_sn_voxels::v600,-0.31426674127578735
volume_sn_voxels::v601,0.12527304887771606
volume_sn_voxels::v602,0.07487441599369049
volume_sn_voxels::v603,-0.36992254853248596
volume_sn_voxels::v604,-0.3183854818344116
volume_sn_voxels::v605,-0.26911473274230957
volume_sn_voxels::v606,-0.5822470784187317
volume_sn_voxels::v607,-0.6236029267311096
volume_sn_voxels::v608,-0.6325409412384033
volume_sn_voxels::v609,-0.5460923910140991
